,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
396,Accounting Fundamentals Analyst (Nordic-Danish/Norwegian/Finnish/Swedish),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
397,Cyber Security Specialist,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
398,"Explore Microsoft: Marketing Communications Manager Intern Opportunities for University Students and Graduates, Ireland",Microsoft,"Dublin, County Dublin, Ireland",Internship,Internship,Marketing,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
399,Software Developers,CBE Ltd,"Claremorris, County Mayo, Ireland",N/a,Full-time,N/a,N/a,1,0,0,0,0,1,25/08/2022," ""Business"" ""Analyst"" "
400,Content Community Specialist (French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
401,German Support Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
402,Sales Engineer - UK/Ireland (REMOTE),Cyware,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,Computer and Network Security,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
403,Info Security Threat Mgmt Specialist,Bank of America,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Other, Information Technology, and Management",Credit Intermediation,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
404,Content Community Specialist (French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
405,Financial Accountant GSH,Diageo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Distilleries,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
406,Associate - German Speaking - Customer Service/ Business Analyst,Life Science Recruitment,"Cork, County Cork, Ireland",Entry level,Full-time,Other,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
407,Quality Assurance Specialist - Hebrew,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
408,Java Developer (Capital Markets),Luxoft,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,1,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
409,"Software Development & Testing Expert, Remote",Gartner,Ireland,Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Information Services, and Research Services",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
410,Part Qualified Financial Accountant 12M FTC,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
411,Digital Marketing Analyst (German),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
412,Security Content Engineer,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
413,CMEU Regulatory Affairs Specialist,Cook Medical Europe,"Limerick, County Limerick, Ireland",Entry level,Full-time,Legal,Medical Equipment Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
414,Sales Engineer,Cpl,"Cork, County Cork, Ireland",Entry level,Full-time,Sales and Business Development,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
415,Project manager (German),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
416,Order Management Analyst Digital Media -Japanese speaker,J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,1,0,1,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
417,"Solution Sales Specialist – Security, Compliance, and Identity (SCI) - Poland & Romania",Microsoft,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
418,Indirect Tax Specialist,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
419,Information Security Engineer,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
420,Collections Analyst - German Speaker,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Strategy/Planning,Business Consulting and Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
421,Support Analyst - German speaking,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
422,"Solution Sales Specialist – Security, Compliance, and Identity (SCI) - Czechia, Slovakia and Greece",Microsoft,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
423,"Solution Sales Specialist – Security, Compliance, and Identity (SCI) - CEE",Microsoft,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
424,IT - Tech Support - Swedish,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
425,Network Engineer,Reperio Human Capital,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
426,"Cork, Ireland | Customer Service and Business Data Technician - Italian language",RWS Group,"Cork, County Cork, Ireland",Entry level,Full-time,"Customer Service, Analyst, and Information Technology","IT Services and IT Consulting, Strategic Management Services, and Translation and Localization",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
427,Cyber Distributed Ledger Technologies Engineer - VP,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
428,.Net Developer,Avanade,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
429,Content Reviewer (German/French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
430,Content Review - Social Media - Dutch Market,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
431,.Net Developer,FNZ Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Financial Services,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
432,Part Qualified Financial Accountant 12M FTC,ACCA Careers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Accounting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
433,German roles – Sales & Customer Support,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,Staffing and Recruiting,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
434,Quality Assurance Specialist - Dutch,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
435,Content Reviewer (German/French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
436,Network Engineer Cork,Reperio Human Capital,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
437,Page Admin specialist (German/French/Dutch),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Administrative,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
438,Content Community Specialist (Swedish),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
439,Software Engineer - React,i-Recruit (Ireland),"Carlow, County Carlow, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
440,"Cork, Ireland | Customer Service and Business Data Technician - Japanese language",RWS Group,"Cork, County Cork, Ireland",Entry level,Full-time,"Customer Service, Analyst, and Information Technology","IT Services and IT Consulting, Strategic Management Services, and Translation and Localization",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
441,Content Community Specialist (German),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
442,Software Development Engineer in Test - VP,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
443,Localisation QA Engineer with Greek,GlobeTech,"Cork, County Cork, Ireland",Entry level,Contract,Engineering and Information Technology,Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
444,Technical Support - Swedish Market - Work From Home in Ireland,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
445,Volunteer: Food Microbiologist in Cambodia,Global Nomadic,"Dublin, County Dublin, Ireland",Entry level,Volunteer,"Business Development, General Business, and Other",Education Administration Programs,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
446,.NET Developer SQL API LINQ Fully Remote,Computer Futures,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
447,"Cork, Ireland | Customer Service and Business Data Technician - German language",RWS Group,"Cork, County Cork, Ireland",Entry level,Full-time,"Customer Service, Analyst, and Information Technology",Translation and Localization,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
448,Localisation QA Tester with Norwegian,GlobeTech,"Cork, County Cork, Ireland",Entry level,Contract,Quality Assurance,Software Development,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
449,Localisation QA Tester with Dutch,GlobeTech,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
450,Localisation QA Tester with Finnish,GlobeTech,"Cork, County Cork, Ireland",Entry level,Contract,Quality Assurance,Software Development,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
451,Localisation QA Engineer with French - Canadian Market,GlobeTech,"Cork, County Cork, Ireland",Entry level,Contract,Engineering and Information Technology,Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
452,Localisation QA Tester with German,GlobeTech,"Cork, County Cork, Ireland",Entry level,Contract,Quality Assurance,Software Development,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
